,Unnamed: 0,R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought.seconds.,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO.TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought.seconds.,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO.TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,R_odds,B_odds
800,801,Ovince Saint Preux,Corey Anderson,Dan Miragliotta,2017-11-04,"New York City, New York, USA",Red,False,Light Heavyweight,3,1,0,0,11.333333333333302,7.77777777777778,13.555555555555598,8.11111111111111,87.44444444444441,31.7777777777778,22.3333333333333,16.3333333333333,107.444444444444,44.22222222222221,0.0,4.55555555555556,4.2222222222222205,2.3333333333333304,0.0,123.333333333333,56.22222222222221,0.45888888888888896,0.0,6.44444444444444,3.22222222222222,0.52,158.555555555556,86.0,3,3,6.22222222222222,4.11111111111111,7.0,4.66666666666667,55.22222222222221,20.7777777777778,2.1111111111111103,1.22222222222222,50.3333333333333,15.8888888888889,0.33333333333333304,7.77777777777778,6.66666666666667,0.111111111111111,0.0,64.3333333333333,26.6666666666667,0.39888888888888896,0.222222222222222,0.33333333333333304,0.222222222222222,0.222222222222222,72.44444444444441,33.8888888888889,22,673.333333333333,1,0,0,4,2,0,0,6,Orthodox,190.5,200.66,205,0,2,0,8.642857142857139,5.28571428571429,5.14285714285714,3.0714285714285694,50.3571428571429,18.8571428571429,6.0,4.28571428571429,49.21428571428571,18.3571428571429,0.14285714285714302,3.64285714285714,2.57142857142857,1.0,0.0714285714285714,61.5,26.214285714285698,0.46,0.28571428571428603,1.7142857142857097,0.6428571428571429,0.297142857142857,69.78571428571429,33.7142857142857,4,5,8.428571428571429,5.571428571428571,6.0,4.21428571428571,39.4285714285714,18.7857142857143,6.571428571428571,5.07142857142857,31.142857142857103,13.785714285714299,0.0714285714285714,12.4285714285714,8.71428571428571,1.42857142857143,0.0,52.0,28.071428571428598,0.48928571428571394,0.28571428571428603,3.71428571428571,1.28571428571429,0.13571428571428598,67.71428571428571,42.0,33,585.428571428571,1,1,0,1,4,3,0,9,Southpaw,190.5,203.2,205.0,28.0,34.0,-175,155
801,802,Randy Brown,Mickey Gall,Todd Ronald Anderson,2017-11-04,"New York City, New York, USA",Red,False,Welterweight,3,0,3,0,0.33333333333333304,0.0,0.33333333333333304,0.33333333333333304,4.0,2.0,13.666666666666698,8.0,17.0,10.0,0.666666666666667,0.666666666666667,0.33333333333333304,2.6666666666666696,0.0,18.0,10.3333333333333,0.54,2.0,1.0,1.0,0.666666666666667,28.0,19.3333333333333,3,0,1.6666666666666698,1.33333333333333,1.0,1.0,7.66666666666667,3.3333333333333304,1.33333333333333,1.0,7.33333333333333,3.0,0.33333333333333304,1.0,1.0,0.33333333333333304,0.0,10.0,5.33333333333333,0.3533333333333329,0.0,0.33333333333333304,0.0,0.0,15.333333333333302,10.3333333333333,4,193.0,0,0,0,0,0,3,0,3,Switch,187.96,187.96,170,1,0,0,8.0,5.8,10.8,9.0,60.0,19.6,6.0,4.2,61.0,22.4,0.2,7.8,4.6,0.2,0.2,76.8,32.8,0.444,0.6,1.8,0.6,0.316,88.2,43.6,2,2,4.8,2.8,6.4,4.4,53.8,22.6,9.2,5.0,45.8,12.6,0.0,18.8,16.6,1.0,0.0,69.4,32.0,0.45,0.4,6.2,1.4,0.21,100.2,56.8,13,650.8,0,0,0,1,1,1,0,3,Orthodox,190.5,198.12,170.0,25.0,27.0,105,-125
802,803,Aleksei Oleinik,Curtis Blaydes,Blake Grice,2017-11-04,"New York City, New York, USA",Blue,False,Heavyweight,3,0,1,0,9.0,8.0,10.75,7.5,52.25,17.75,22.0,18.0,67.0,27.0,0.0,9.0,8.25,1.25,0.0,85.0,43.25,0.555,0.0,8.75,3.75,0.49,126.0,76.5,1,2,6.0,4.75,7.25,6.0,57.75,20.75,1.0,0.5,56.75,19.75,0.0,3.25,2.75,0.0,0.0,66.0,27.25,0.56,0.0,1.0,0.75,0.25,79.25,39.25,9,570.25,0,0,0,1,1,0,0,2,Orthodox,193.04,203.2,265,0,2,0,4.8,4.8,6.4,5.2,22.6,8.8,5.2,4.2,28.2,12.4,0.4,1.2,1.0,1.8,0.2,34.2,18.2,0.484,1.2,3.0,1.6,0.314,69.6,50.8,2,1,6.0,4.8,8.6,6.0,21.2,9.0,4.8,3.6,27.8,13.0,0.2,0.8,0.8,1.0,0.4,34.6,18.6,0.512,0.0,0.8,0.6,0.6,53.0,36.6,8,388.0,0,0,0,0,1,3,0,4,Orthodox,187.96,203.2,240.0,26.0,40.0,250,-300
803,804,Aiemann Zahabi,Ricardo Ramos,Todd Ronald Anderson,2017-11-04,"New York City, New York, USA",Blue,False,Bantamweight,3,0,1,0,20.0,14.0,17.0,14.0,49.0,19.0,22.0,12.0,64.0,27.0,1.0,4.0,4.0,3.0,0.0,88.0,45.0,0.51,1.0,1.0,0.0,0.0,99.0,55.0,1,0,4.0,4.0,2.0,1.0,66.0,26.0,5.0,1.0,52.0,10.0,0.0,17.0,14.0,1.0,0.0,73.0,28.0,0.38,0.0,8.0,2.0,0.25,103.0,51.0,3,900.0,0,0,0,1,0,0,0,1,Orthodox,175.26,182.88,135,0,1,0,7.0,3.0,1.0,0.0,106.0,41.0,5.0,3.0,103.0,39.0,1.0,2.0,2.0,1.0,0.0,112.0,44.0,0.39,0.0,0.0,0.0,0.0,113.0,45.0,1,0,22.0,12.0,5.0,3.0,183.0,59.0,2.0,2.0,138.0,27.0,0.0,30.0,25.0,0.0,0.0,190.0,64.0,0.33,0.0,13.0,2.0,0.15,199.0,73.0,3,900.0,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,135.0,22.0,29.0,165,-190
804,805,Derek Brunson,Lyoto Machida,Osiris Maia,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,False,Middleweight,5,2,0,0,11.285714285714299,7.857142857142861,5.71428571428571,3.9523809523809503,44.619047619047606,21.2380952380952,8.71428571428571,5.28571428571429,38.809523809523796,16.0952380952381,0.6190476190476191,8.952380952380949,6.52380952380952,1.9047619047619,0.0952380952380952,59.04761904761911,30.4761904761905,0.5333333333333329,0.38095238095238104,1.04761904761905,0.666666666666667,0.29285714285714304,69.28571428571429,40.3333333333333,8,7,8.38095238095238,4.23809523809524,7.0,4.71428571428571,43.0952380952381,13.095238095238098,3.3333333333333304,2.0952380952381,33.7142857142857,8.38095238095238,0.0952380952380952,11.333333333333302,7.28571428571429,0.523809523809524,0.0476190476190476,53.428571428571395,19.904761904761898,0.30809523809523803,0.33333333333333304,3.52380952380952,0.80952380952381,0.226190476190476,67.95238095238089,33.5714285714286,55,720.714285714286,5,0,1,6,6,1,0,14,Southpaw,185.42,187.96,185,0,1,0,2.09090909090909,1.3636363636363602,8.09090909090909,5.09090909090909,31.7272727272727,11.727272727272698,9.0,4.81818181818182,41.454545454545496,16.5454545454545,0.36363636363636404,5.27272727272727,3.7272727272727297,1.27272727272727,0.0,48.8181818181818,21.6363636363636,0.480909090909091,0.272727272727273,4.27272727272727,1.1818181818181799,0.13,75.0909090909091,44.363636363636395,5,3,6.63636363636364,5.27272727272727,4.27272727272727,2.90909090909091,28.3636363636364,12.3636363636364,3.7272727272727297,3.09090909090909,26.3636363636364,10.3636363636364,0.0909090909090909,3.3636363636363598,2.7272727272727297,0.0,0.0,36.363636363636395,18.3636363636364,0.327272727272727,0.0,0.45454545454545503,0.0,0.0,48.0909090909091,29.2727272727273,19,391.63636363636397,0,0,0,2,5,1,0,8,Southpaw,185.42,195.58,185.0,39.0,33.0,-145,135
805,806,Demian Maia,Colby Covington,Jerin Valel,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Blue,False,Welterweight,3,0,4,0,8.375,5.25,7.625,4.875,37.375,15.5,12.25,8.375,44.25,19.625,0.125,4.625,3.875,4.875,0.0,57.25,28.75,0.57375,0.25,9.5,5.125,0.56875,127.25,85.875,4,1,3.375,2.0,2.25,1.5,34.0,11.0,3.375,2.875,33.0,10.25,0.0,3.25,3.125,0.25,0.25,39.625,15.375,0.39375,0.5,0.5,0.25,0.0625,63.375,37.125,20,659.25,0,0,0,3,2,2,0,7,Orthodox,180.34,182.88,170,1,0,0,4.46153846153846,3.15384615384615,4.23076923076923,2.6153846153846203,30.1923076923077,8.46153846153846,14.1538461538462,10.538461538461501,42.230769230769205,16.961538461538503,0.0384615384615385,1.88461538461538,1.5,3.42307692307692,0.19230769230769199,48.5769230769231,21.615384615384603,0.543461538461538,0.923076923076923,8.07692307692308,2.3076923076923097,0.38961538461538503,90.53846153846149,56.8076923076923,7,7,5.6153846153846105,3.30769230769231,2.46153846153846,1.5,46.5,15.7307692307692,6.192307692307691,3.88461538461538,43.3076923076923,13.0,0.115384615384615,6.23076923076923,4.807692307692309,0.538461538461538,0.34615384615384603,55.15384615384621,21.115384615384603,0.420769230769231,0.23076923076923103,1.23076923076923,0.42307692307692296,0.14076923076923098,71.26923076923079,35.269230769230795,70,739.769230769231,2,0,1,8,1,9,0,19,Southpaw,185.42,182.88,170.0,29.0,39.0,-120,100
806,807,Pedro Munhoz,Rob Font,Mario Yamasaki,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,False,Bantamweight,3,0,2,0,11.2,8.6,6.6,5.8,74.2,30.6,4.0,3.6,68.0,26.6,0.6,5.6,4.8,0.6,0.0,84.8,40.0,0.52,0.8,2.6,0.8,0.34,89.2,43.8,2,1,12.6,7.4,4.0,2.0,74.0,23.0,5.4,4.4,60.8,15.2,0.0,10.0,6.8,0.8,0.0,83.4,29.4,0.326,0.0,1.0,0.8,0.5,90.8,36.2,9,479.0,0,0,0,0,3,1,0,4,Orthodox,172.72,180.34,135,0,3,0,14.4285714285714,6.571428571428571,3.85714285714286,2.0,78.1428571428571,30.0,1.28571428571429,1.14285714285714,55.1428571428571,17.1428571428571,0.0,13.714285714285701,9.428571428571429,0.14285714285714302,0.0,83.28571428571429,33.1428571428571,0.511428571428571,0.857142857142857,3.71428571428571,0.857142857142857,0.25714285714285695,86.1428571428571,35.8571428571429,3,3,14.0,6.71428571428571,2.28571428571429,1.14285714285714,103.857142857143,41.2857142857143,2.71428571428571,1.85714285714286,87.7142857142857,31.428571428571402,0.0,7.142857142857139,6.142857142857139,0.14285714285714302,0.0,108.857142857143,44.28571428571429,0.39857142857142897,0.0,2.0,0.857142857142857,0.332857142857143,111.857142857143,46.8571428571429,14,492.71428571428595,0,0,0,1,1,2,0,4,Orthodox,167.64,165.1,135.0,30.0,31.0,155,-175
807,808,Francisco Trinaldo,Jim Miller,Osiris Maia,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,False,Lightweight,3,2,0,0,9.296296296296301,6.481481481481481,9.037037037037038,5.518518518518519,59.8888888888889,20.407407407407398,7.703703703703701,4.66666666666667,60.037037037037,18.111111111111104,0.111111111111111,7.296296296296299,6.0,1.51851851851852,0.185185185185185,76.62962962962959,30.592592592592602,0.368148148148148,1.44444444444444,2.92592592592593,1.22222222222222,0.422222222222222,92.14814814814821,44.3333333333333,7,10,10.296296296296301,7.074074074074071,7.33333333333333,4.8148148148148096,61.962962962963,20.8518518518519,7.925925925925929,4.925925925925929,63.1111111111111,20.7407407407407,0.037037037037037,3.81481481481481,2.77777777777778,2.0,0.25925925925925897,77.2222222222222,30.592592592592602,0.3866666666666671,0.555555555555556,2.59259259259259,1.33333333333333,0.32,101.777777777778,53.2962962962963,65,661.962962962963,0,0,2,6,3,6,0,17,Southpaw,172.72,180.34,155,1,0,0,12.333333333333302,9.6,10.3333333333333,7.4,58.866666666666696,23.4,9.73333333333333,6.26666666666667,61.2,22.6666666666667,0.2,5.4,4.8,0.933333333333333,0.0666666666666667,78.9333333333333,37.066666666666706,0.504666666666667,0.4,2.0,0.8,0.270666666666667,94.6,51.0,7,4,10.7333333333333,6.6,5.86666666666667,4.6,53.2,17.8,4.86666666666667,3.0,48.4,14.6,0.0666666666666667,4.8,4.2,1.2,0.133333333333333,63.9333333333333,25.4,0.4333333333333329,0.33333333333333304,3.7333333333333303,1.4,0.29266666666666696,89.2,46.6666666666667,36,665.9333333333329,0,0,1,5,2,2,1,11,Southpaw,175.26,177.8,155.0,34.0,39.0,-220,180
808,809,Thiago Santos,Jack Hermansson,Jerin Valel,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,False,Middleweight,3,0,2,0,8.0,6.0,10.25,7.5,42.5,19.0,19.25,14.25,49.25,25.0,0.0,14.75,9.75,1.25,0.0,72.0,40.75,0.5825,0.0,2.0,0.75,0.54,87.75,55.75,2,1,10.5,6.75,5.5,3.25,30.25,8.5,0.25,0.25,21.75,2.75,0.0,3.75,2.5,0.5,0.0,36.0,12.0,0.23,1.25,1.0,0.25,0.25,40.0,15.5,7,420.25,0,0,0,1,2,0,0,3,Orthodox,185.42,195.58,185,0,2,0,6.72727272727273,4.09090909090909,4.90909090909091,4.18181818181818,30.7272727272727,10.8181818181818,10.4545454545455,6.454545454545451,31.7272727272727,11.3636363636364,0.545454545454545,7.63636363636364,6.0,0.272727272727273,0.0,46.0909090909091,21.4545454545455,0.428181818181818,0.0,0.6363636363636359,0.18181818181818202,0.0909090909090909,51.0909090909091,26.2727272727273,4,4,4.81818181818182,2.45454545454545,2.54545454545455,1.54545454545455,29.3636363636364,8.54545454545454,1.90909090909091,1.54545454545455,24.9090909090909,6.36363636363636,0.18181818181818202,4.09090909090909,2.81818181818182,0.45454545454545503,0.0,33.8181818181818,11.6363636363636,0.335454545454546,0.272727272727273,2.3636363636363598,0.7272727272727271,0.267272727272727,37.8181818181818,15.0,17,325.36363636363603,0,0,0,1,6,0,0,7,Orthodox,187.96,193.04,205.0,29.0,33.0,-110,-110
809,810,John Lineker,Marlon Vera,Mario Yamasaki,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,False,Bantamweight,3,0,3,0,13.5,7.33333333333333,4.16666666666667,3.0,50.1666666666667,19.5,12.333333333333302,7.66666666666667,46.8333333333333,17.8333333333333,0.33333333333333304,6.33333333333333,5.0,1.6666666666666698,0.0,66.6666666666667,30.1666666666667,0.4316666666666671,1.33333333333333,1.6666666666666698,0.5,0.24833333333333302,72.3333333333333,34.5,3,2,7.33333333333333,5.16666666666667,7.16666666666667,5.0,49.5,20.1666666666667,16.0,11.833333333333302,53.0,24.3333333333333,0.0,12.333333333333302,7.5,1.5,0.33333333333333304,72.6666666666667,37.0,0.501666666666667,0.0,4.0,1.0,0.23666666666666697,105.666666666667,65.6666666666667,15,683.833333333333,0,0,0,1,1,2,0,4,Switch,172.72,177.8,135,1,0,0,35.4615384615385,19.7692307692308,9.92307692307692,4.846153846153849,122.615384615385,44.6923076923077,10.0769230769231,6.23076923076923,100.07692307692301,31.3076923076923,0.7692307692307689,7.076923076923079,4.692307692307691,0.307692307692308,0.0769230769230769,142.615384615385,55.769230769230795,0.41,0.46153846153846206,0.7692307692307689,0.46153846153846206,0.19230769230769199,152.769230769231,64.8461538461538,6,3,13.692307692307699,9.153846153846152,5.923076923076921,2.92307692307692,84.5384615384615,35.230769230769205,10.0,6.923076923076921,79.69230769230771,30.076923076923105,0.0,7.076923076923079,5.846153846153849,1.07692307692308,0.0,100.46153846153798,45.0769230769231,0.433846153846154,0.307692307692308,3.76923076923077,1.23076923076923,0.226153846153846,120.615384615385,61.84615384615379,32,667.461538461538,0,0,1,3,5,1,0,10,Orthodox,160.02,170.18,135.0,24.0,27.0,-485,385
810,811,Vicente Luque,Niko Price,Fernando Portella,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,False,Welterweight,3,0,1,0,6.33333333333333,2.6666666666666696,3.3333333333333304,1.33333333333333,44.0,9.66666666666667,3.3333333333333304,2.0,38.0,7.0,0.666666666666667,6.33333333333333,3.3333333333333304,1.0,0.0,50.6666666666667,13.0,0.36,0.666666666666667,1.6666666666666698,0.33333333333333304,0.0833333333333333,55.6666666666667,17.0,1,1,5.33333333333333,3.6666666666666696,2.3333333333333304,1.0,46.0,17.3333333333333,3.0,1.0,42.6666666666667,12.666666666666698,0.33333333333333304,3.3333333333333304,3.0,0.0,0.0,51.3333333333333,19.3333333333333,0.4866666666666671,0.666666666666667,0.0,0.0,0.0,52.3333333333333,20.3333333333333,4,324.66666666666697,0,0,0,0,1,1,0,2,Orthodox,182.88,193.04,170,1,0,0,6.5,4.5,2.1666666666666696,1.6666666666666698,28.8333333333333,12.5,6.33333333333333,4.0,26.8333333333333,10.3333333333333,0.33333333333333304,4.0,3.3333333333333304,1.16666666666667,0.0,37.3333333333333,18.1666666666667,0.4783333333333329,0.5,2.0,1.0,0.18,49.8333333333333,29.5,4,2,5.33333333333333,3.6666666666666696,4.66666666666667,3.0,31.0,14.666666666666698,2.3333333333333304,1.5,30.1666666666667,13.833333333333302,0.0,2.5,1.6666666666666698,0.833333333333333,0.166666666666667,38.0,19.1666666666667,0.4483333333333329,0.0,4.0,1.6666666666666698,0.158333333333333,48.1666666666667,27.6666666666667,11,434.0,0,0,0,0,2,2,0,4,Orthodox,180.34,190.5,170.0,28.0,25.0,-130,110
811,812,Antonio Carlos Junior,Jack Marshman,Osiris Maia,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,False,Middleweight,3,0,1,0,13.666666666666698,6.0,2.3333333333333304,1.0,110.0,36.6666666666667,5.66666666666667,3.3333333333333304,99.0,31.3333333333333,1.0,5.33333333333333,3.6666666666666696,0.0,0.0,118.0,41.0,0.31,0.0,0.0,0.0,0.0,127.666666666667,48.0,1,1,17.6666666666667,10.3333333333333,6.33333333333333,5.33333333333333,97.0,37.0,11.0,6.33333333333333,90.0,32.3333333333333,0.33333333333333304,6.66666666666667,6.0,0.0,0.0,114.333333333333,48.6666666666667,0.4133333333333329,0.0,1.6666666666666698,1.33333333333333,0.5,146.333333333333,76.3333333333333,7,620.333333333333,0,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,0,2,0,7.71428571428571,5.428571428571429,4.28571428571429,3.14285714285714,40.7142857142857,14.142857142857098,9.0,6.28571428571429,42.7142857142857,15.0,0.0,3.5714285714285694,3.14285714285714,2.71428571428571,0.14285714285714302,54.0,23.571428571428598,0.41,0.5714285714285711,7.428571428571429,3.28571428571429,0.4071428571428571,80.4285714285714,44.8571428571429,2,3,4.57142857142857,2.85714285714286,1.7142857142857097,1.14285714285714,28.142857142857103,7.428571428571429,22.0,15.285714285714299,42.5714285714286,17.7142857142857,0.0,4.71428571428571,3.28571428571429,1.14285714285714,0.0,51.8571428571429,23.857142857142897,0.36142857142857104,0.42857142857142894,1.7142857142857097,0.7142857142857142,0.214285714285714,93.8571428571429,62.1428571428571,19,738.571428571429,1,0,0,2,0,2,0,4,Orthodox,187.96,200.66,185.0,27.0,27.0,-370,330
812,813,Hacran Dias,Jared Gordon,Fernando Portella,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Blue,False,Lightweight,3,0,1,0,7.0,5.0,5.0,4.0,65.0,27.0,51.0,36.0,102.0,54.0,0.0,12.0,8.0,5.0,0.0,121.0,67.0,0.55,0.0,6.0,4.0,0.66,182.0,115.0,1,0,16.0,4.0,2.0,1.0,76.0,15.0,0.0,0.0,55.0,6.0,0.0,7.0,6.0,0.0,0.0,78.0,16.0,0.2,0.0,0.0,0.0,0.0,79.0,16.0,2,564.0,0,0,0,0,1,0,0,1,Orthodox,175.26,172.72,155,2,0,0,6.71428571428571,4.0,4.142857142857141,3.0,60.0,24.142857142857103,5.71428571428571,3.85714285714286,55.571428571428605,20.4285714285714,0.0,7.571428571428571,6.571428571428571,2.28571428571429,0.0,69.85714285714289,31.0,0.45,0.42857142857142894,6.857142857142861,2.85714285714286,0.38,102.285714285714,60.0,2,4,12.142857142857098,8.71428571428571,9.714285714285712,7.142857142857139,69.14285714285711,23.428571428571402,17.2857142857143,11.714285714285701,72.0,23.571428571428598,0.5714285714285711,12.0,10.0,2.57142857142857,0.28571428571428603,96.1428571428571,42.2857142857143,0.4328571428571429,0.42857142857142894,6.428571428571429,1.42857142857143,0.188571428571429,120.57142857142901,65.28571428571429,21,900.0,0,0,1,2,0,0,0,3,Orthodox,172.72,175.26,155.0,29.0,33.0,135,-155
813,814,Elizeu Zaleski dos Santos,Max Griffin,Jerin Valel,2017-10-28,"Sao Paulo, Sao Paulo, Brazil",Red,False,Welterweight,3,0,1,0,1.5,1.5,1.0,0.5,19.5,7.5,12.0,6.0,30.0,11.5,0.0,1.0,1.0,0.0,0.5,32.5,14.0,0.435,0.5,0.0,0.0,0.0,44.0,24.0,1,1,4.0,3.0,0.5,0.5,17.5,8.5,8.5,5.5,21.5,10.5,0.0,1.0,1.0,6.0,0.0,26.5,14.5,0.49,0.0,4.5,3.0,0.33,111.5,82.0,4,396.0,0,0,0,0,1,0,0,1,Orthodox,180.34,193.04,170,0,3,0,18.0,12.5,23.0,17.0,128.25,42.75,2.75,1.75,127.75,41.75,0.0,8.25,7.25,1.0,0.5,154.0,61.5,0.3925,0.75,3.25,0.5,0.285,159.5,67.0,3,1,12.75,9.0,16.0,11.5,96.5,29.75,4.25,2.75,97.5,30.0,0.0,6.5,5.0,1.75,0.0,116.75,44.0,0.3725,0.25,6.0,3.75,0.7125,143.5,65.0,12,870.75,0,0,1,1,1,0,0,3,Orthodox,180.34,185.42,170.0,31.0,30.0,-230,190
816,817,Donald Cerrone,Darren Till,Marc Goddard,2017-10-21,"Gdansk, Poland",Blue,False,Welterweight,5,0,2,0,7.25,5.25,4.75,3.25,53.25,24.75,13.25,10.5,58.5,28.0,0.5,5.5,5.25,0.25,0.0,71.25,38.5,0.5375,0.0,2.25,0.75,0.415,72.5,39.5,2,1,8.0,3.75,21.25,15.75,86.25,19.5,8.75,6.75,91.5,27.0,0.0,16.75,11.25,0.5,0.0,116.25,42.0,0.3825,0.25,3.75,0.5,0.125,136.5,61.25,11,774.25,0,0,0,2,1,0,0,3,Southpaw,182.88,187.96,170,2,0,0,14.6,10.64,6.48,4.04,78.44,37.04,5.44,3.76,61.36,21.56,0.56,14.4,12.64,1.04,0.08,90.36,44.84,0.49200000000000005,0.4,2.12,0.72,0.302,98.32,51.68,8,6,17.32,11.48,7.68,5.16,81.88,38.08,1.96,1.04,65.4,25.76,0.24,8.8,7.04,0.0,0.04,91.52,44.28,0.456,0.12,2.12,0.24,0.0388,97.56,49.48,53,546.84,1,0,0,6,8,5,0,19,Orthodox,185.42,185.42,155.0,24.0,34.0,-150,130
818,819,Jan Blachowicz,Devin Clark,Marc Goddard,2017-10-21,"Gdansk, Poland",Red,False,Light Heavyweight,3,0,2,0,11.666666666666698,10.0,11.0,7.0,49.6666666666667,22.6666666666667,15.333333333333302,13.333333333333302,58.6666666666667,28.0,0.33333333333333304,5.66666666666667,5.0,3.0,0.0,76.0,43.0,0.596666666666667,0.33333333333333304,4.66666666666667,2.0,0.576666666666667,140.0,101.333333333333,2,1,10.0,8.33333333333333,16.3333333333333,12.0,38.3333333333333,16.6666666666667,1.6666666666666698,1.33333333333333,38.6666666666667,14.666666666666698,0.33333333333333304,7.66666666666667,7.0,0.0,0.0,56.3333333333333,30.0,0.54,1.0,1.33333333333333,0.0,0.0,79.3333333333333,51.6666666666667,7,699.0,0,0,0,2,0,0,0,2,Orthodox,182.88,190.5,205,2,0,0,15.666666666666698,11.333333333333302,13.333333333333302,9.5,57.8333333333333,23.1666666666667,14.0,10.0,67.6666666666667,29.6666666666667,0.166666666666667,1.8333333333333302,1.6666666666666698,0.833333333333333,0.0,85.1666666666667,42.6666666666667,0.5,0.166666666666667,1.8333333333333302,1.0,0.4166666666666671,108.833333333333,62.6666666666667,1,4,9.0,6.33333333333333,11.166666666666698,8.0,50.6666666666667,17.6666666666667,27.5,22.1666666666667,75.8333333333333,37.8333333333333,0.0,4.5,3.6666666666666696,2.0,0.166666666666667,89.3333333333333,47.8333333333333,0.4933333333333329,0.0,3.6666666666666696,1.8333333333333302,0.35,139.333333333333,91.3333333333333,16,769.666666666667,0,0,0,1,1,0,0,2,Orthodox,187.96,198.12,205.0,27.0,34.0,130,-150
